order_id,order_date,customer_email,customer_name,product_ean,product_name,qty,unit_price,payment_method,channel
WEB-900042,2025-01-04,compras@rezende453.com.br,Casa Da Cesta 453,7891086790106,Leite Integral 1L Bom Preço,1,20.09,cartao_credito,b2b_web
WEB-900043,2025-01-04,compras@nogueira80.com.br,merc. central 080,7899068995419,Guardanapo 50un Real,6,16.5,cartao_credito,b2b_web
WEB-900044,2025-01-04,compras@ferreira153.com.br,merc. central 153,7897530995301,Guardanapo 50un Primor,2,22.56,boleto,b2b_web
WEB-900045,2025-01-04,compras@oliveira32.com.br,Rei do Atacado 032,7892394989428,Iogurte 170g Vitória,1,70.49,cartao_credito,b2b_web
WEB-900046,2025-01-05,compras@rezende486.com.br,Ponto Certo 486,7891342115452,"Água Mineral 1,5L Real",6,23.91,cartao_credito,b2b_web
WEB-900047,2025-01-05,compras@silva495.com.br,Empório Bom Dia 495,7893209282659,Refresco em Pó 30g Campo Verde,2,12.11,boleto,b2b_web
WEB-900048,2025-01-05,compras@pereira144.com.br,DISTRIBUIDORA PEREIRA,7891086790106,Leite Integral 1L Bom Preço,15,22.45,pix,b2b_web
WEB-900049,2025-01-06,compras@andrade404.com.br,empório bom dia 404,7891595462709,Talher Descartável Campo Verde,3,26.17,cartao_credito,b2b_web
WEB-900050,2025-01-06,compras@pereira473.com.br,Ponto Certo 473,7892782189737,Cerveja Lata 350ml Bom Preço,4,23.24,pix,b2b_web
WEB-900051,2025-01-06,compras@almeida30.com.br,DISTRIBUIDORA ALMEIDA,7891448386190,Biscoito Recheado 130g Aurora,1,24.48,cartao_credito,b2b_web
WEB-900052,2025-01-06,compras@almeida66.com.br,Padaria Estrela 066,7895932258901,Óleo de Soja 900ml Campo Verde,2,36.19,pix,b2b_web
WEB-900053,2025-01-06,compras@souza297.com.br,Rei Do Atacado 297,7892795747771,Sal Refinado 1kg Delta,4,18.7,cartao_credito,b2b_web
WEB-900054,2025-01-06,compras@andrade186.com.br,Casa Da Cesta 186,7892844525640,Copo Descartável 200ml Delta,1,21.54,boleto,b2b_web
WEB-900055,2025-01-06,compras@almeida135.com.br,,7892920278590,Água Sanitária 2L Vitória,5,10.75,pix,b2b_web
WEB-900056,2025-01-07,compras@ferreira487.com.br,Ponto Certo 487,7891549504462,Creme Dental 90g Delta,1,30.58,pix,b2b_web
WEB-900057,2025-01-07,compras@do vale191.com.br,DISTRIBUIDORA DO VALE,7891020263628,Refresco em Pó 30g Campo Verde,5,20.68,boleto,b2b_web
WEB-900058,2025-01-07,compras@pereira346.com.br,Emporio om Dia 346,7895551577407,Creme Dental 90g Vitória,1,20.25,cartao_credito,b2b_web
WEB-900059,2025-01-07,compras@souza435.com.br,Casa da Cesta 435,7895622958081,"Água Mineral 1,5L Aurora",6,14.97,cartao_credito,b2b_web
WEB-900060,2025-01-07,compras@costa18.com.br,super economico 018,7893951043867,Sal Refinado 1kg Delta,9,38.23,boleto,b2b_web
WEB-900061,2025-01-07,compras@oliveira81.com.br,Casa Da Cesta 081,7894369594774,Farinha de Trigo 1kg Delta,8,30.2,pix,b2b_web
WEB-900062,2025-01-07,compras@bittencourt426.com.br,Empório Bom Dia 426,7893865271264,Iogurte 170g Vitória,4,46.29,cartao_credito,b2b_web
WEB-900063,2025-01-07,compras@pereira388.com.br,Rei do Atacado 388,7891905555787,"Água Mineral 1,5L Delta",9,28.88,cartao_credito,b2b_web
WEB-900064,2025-01-08,compras@almeida23.com.br,Ponto Certo 023,7895153885153,Prato Descartável 15cm Bom Preço,2,11.0,boleto,b2b_web
WEB-900065,2025-01-08,compras@ferreira210.com.br,Comercial Ferreira Eireli,7894440264817,Copo Descartável 200ml Real,5,6.07,pix,b2b_web
WEB-900066,2025-01-08,compras@costa316.com.br,Mercado do Zé 316,7895838633789,Cereal Matinal 300g Vitória,5,59.72,boleto,b2b_web
WEB-900067,2025-01-08,compras@andrade196.com.br,Merc. Central 196,7894752550271,Suco Néctar 1L Real,6,19.41,cartao_credito,b2b_web
WEB-900068,2025-01-08,compras@andrade470.com.br,empório andrade eireli,7891659622803,Energético 250ml Bom Preço,10,34.04,pix,b2b_web
WEB-900069,2025-01-08,compras@almeida91.com.br,empório bom dia 091,7899915735649,Desodorante Aerossol Delta,80,13.95,pix,b2b_web
WEB-900070,2025-01-08,compras@pereira67.com.br,Ponto Certo 067,7895425541015,Cereal Matinal 300g Delta,1,69.86,cartao_credito,b2b_web
WEB-900071,2025-01-08,compras@bittencourt74.com.br,super economico 074,7893802007338,Guardanapo 50un Delta,1,17.4,cartao_credito,b2b_web
WEB-900072,2025-01-09,compras@rezende335.com.br,Empório Bom Dia 335,7891791979599,Óleo de Soja 900ml Campo Verde,9,54.19,cartao_credito,b2b_web
WEB-900073,2025-01-09,compras@rezende398.com.br,EMPORIO REZENDE,7898774386061,Sal Refinado 1kg Vitória,1,34.42,cartao_credito,b2b_web
WEB-900074,2025-01-09,compras@pereira347.com.br,Merc. do Zé 347,7895644370137,Refrigerante Cola 2L Campo Verde,5,8.32,cartao_credito,b2b_web
WEB-900075,2025-01-09,compras@oliveira249.com.br,Empório Bom Dia 249,7897616962722,Cereal Matinal 300g Aurora,1,43.04,boleto,b2b_web
WEB-900076,2025-01-09,compras@oliveira76.com.br,Distribuidora Ouro 076,7897093498592,Talher Descartável Real,1,10.87,cartao_credito,b2b_web
WEB-900077,2025-01-09,compras@ferreira210.com.br,Distribuidora Ouro 210,7891441609371,Pão de Forma 500g Aurora,6,35.42,boleto,b2b_web
WEB-900078,2025-01-09,compras@costa498.com.br,Super Econômico 498,7895695660324,Desinfetante 1L Bom Preço,3,40.22,pix,b2b_web
WEB-900079,2025-01-09,compras@souza357.com.br,Mercadinho Popular 357,7899791818856,Guardanapo 50un Primor,2,8.91,boleto,b2b_web
WEB-900080,2025-01-10,compras@pereira11.com.br,Empório Bom Dia 011,7897807839741,Biscoito Recheado 130g Real,2,51.63,boleto,b2b_web
WEB-900081,2025-01-10,compras@bittencourt74.com.br,Super Econômico 074,7894926248300,Talher Descartável Primor,3,33.26,boleto,b2b_web
WEB-900082,2025-01-10,compras@do vale214.com.br,mercadinho popular 214,7895414504724,Achocolatado 400g Delta,13,13.26,boleto,b2b_web
WEB-900083,2025-01-10,compras@silva215.com.br,Mercadinho Popular 215,7898316805708,Sabão em Pó 1kg Vitória,1,48.16,pix,b2b_web
WEB-900084,2025-01-10,compras@bittencourt481.com.br,emporio bom dia 481,7893865271264,Iogurte 170g Vitória,4,46.29,boleto,b2b_web
WEB-900085,2025-01-10,compras@andrade343.com.br,Comercial Andrade Eireli,7898207159149,Arroz T1 5kg Aurora,5,47.98,boleto,b2b_web
WEB-900086,2025-01-10,compras@nogueira323.com.br,Super Econômico 323,7897233720880,Sabonete 90g Real,2,49.53,boleto,b2b_web
WEB-900087,2025-01-10,compras@rezende329.com.br,Empório Bom Dia 329,7891755446105,Leite Integral 1L Bom Preço,1,62.3,boleto,b2b_web
WEB-900088,2025-01-10,compras@nogueira121.com.br,supermercado nogueira - me,7892401250930,Cereal Matinal 300g Aurora,5,79.69,boleto,b2b_web
WEB-900089,2025-01-11,compras@silva168.com.br,Casa da Cesta 168,7897181048593,Cereal Matinal 300g Real,13,47.87,cartao_credito,b2b_web
WEB-900090,2025-01-11,compras@andrade470.com.br,Empório Bom Dia 470,7899915735649,Desodorante Aerossol Delta,2,13.25,cartao_credito,b2b_web
WEB-900091,2025-01-11,compras@oliveira414.com.br,Mercadinho Popular 414,7897979288927,Desinfetante 1L Campo Verde,1,13.0,cartao_credito,b2b_web
WEB-900092,2025-01-12,compras@andrade496.com.br,Casa da Cesta 496,7892848411185,Esponja Multiuso Real,10,39.02,cartao_credito,b2b_web
WEB-900093,2025-01-12,compras@bittencourt477.com.br,Ponto Certo 477,7893662531332,Desinfetante 1L Campo Verde,24,33.45,boleto,b2b_web
WEB-900094,2025-01-12,compras@pereira273.com.br,Rei do Atacado 273,7897818106603,Creme Dental 90g Delta,1,39.38,pix,b2b_web
WEB-900095,2025-01-13,compras@andrade165.com.br,Distri. Ouro 165,7899733737412,Farinha de Trigo 1kg Bom Preço,1,29.33,pix,b2b_web
WEB-900096,2025-01-13,compras@costa142.com.br,MERCADO COSTA,7896843415759,Desinfetante 1L Real,7,34.79,cartao_credito,b2b_web
WEB-900097,2025-01-13,compras@bittencourt477.com.br,Ponto Certo 477,7893658696991,Café Torrado 500g Real,6,48.23,boleto,b2b_web
WEB-900098,2025-01-13,compras@silva168.com.br,Casa da Cesta 168,7897110848652,Água Sanitária 2L Aurora,3,30.15,boleto,b2b_web
WEB-900099,2025-01-13,compras@rezende453.com.br,Casa da Cesta 453,7898821810518,Absorvente 8un Bom Preço,3,54.42,cartao_credito,b2b_web
WEB-900100,2025-01-13,compras@nogueira323.com.br,Super Economico 323,7898351984505,Shampoo 350ml Primor,5,29.67,cartao_credito,b2b_web
WEB-900101,2025-01-13,compras@oliveira317.com.br,Padaria Estrela 317,7897822269158,Fralda Infantil M Delta,1,19.94,pix,b2b_web
WEB-900102,2025-01-13,compras@do vale368.com.br,Empório Bom Dia 368,7897231241103,Limpador Multiuso 500ml Delta,13,24.4,cartao_credito,b2b_web
WEB-900103,2025-01-13,compras@bittencourt118.com.br,empório bom dia 118,7896175063185,Saco de Lixo 50L Vitória,3,26.31,boleto,b2b_web
WEB-900104,2025-01-13,compras@bittencourt74.com.br,Super Econômico 074,7896368698187,Guardanapo 50un Delta,5,15.96,pix,b2b_web
WEB-900105,2025-01-13,compras@almeida389.com.br,COMERCIO DE ALIMENTOS LMEIDA,7897327805165,Saco de Lixo 50L Campo Verde,12,25.72,pix,b2b_web
WEB-900106,2025-01-13,compras@costa279.com.br,Mercado do Zé 279,7895561121676,Saco de Lixo 50L Real,15,25.59,boleto,b2b_web
WEB-900107,2025-01-13,compras@rezende315.com.br,super econômico 315,7893517931652,Pão de Forma 500g Delta,8,20.35,boleto,b2b_web
WEB-900108,2025-01-14,compras@oliveira475.com.br,Distribuidora Ouro 475,7899452173447,Sabão em Pó 1kg Campo Verde,13,27.53,cartao_credito,b2b_web
WEB-900109,2025-01-14,compras@silva307.com.br,Mercado do Zé 307,7892192349196,"Água Mineral 1,5L Aurora",3,21.15,cartao_credito,b2b_web
WEB-900110,2025-01-14,compras@souza237.com.br,Casa Da Cesta 237,7893707847305,Detergente Neutro 500ml Delta,3,41.24,pix,b2b_web
WEB-900111,2025-01-14,compras@pereira67.com.br,Ponto Certo 067,7898207159149,Arroz T1 5kg Aurora,2,47.98,pix,b2b_web
WEB-900112,2025-01-14,compras@do vale257.com.br,comercial do vale ltda,7892900538133,Pão de Forma 500g Real,15,30.3,boleto,b2b_web
WEB-900113,2025-01-14,compras@costa500.com.br,Padaria Estrela 500,7894923049818,Papel Higiênico 4un Primor,1,27.57,pix,b2b_web
WEB-900114,2025-01-14,compras@silva495.com.br,Empório Bom Dia 495,7891448386190,Biscoito Recheado 130g Aurora,1,23.12,cartao_credito,b2b_web
WEB-900115,2025-01-14,compras@costa184.com.br,Padaria Estrela 184,7896709066637,Shampoo 350ml Bom Preço,3,56.82,cartao_credito,b2b_web
WEB-900116,2025-01-14,compras@souza466.com.br,Mercadinho Popular 466,7897331141327,Isotônico 500ml Real,16,20.42,pix,b2b_web
WEB-900117,2025-01-14,compras@pereira67.com.br,Ponto Certo 067,7891921590502,Shampoo 350ml Aurora,1,18.82,cartao_credito,b2b_web
WEB-900118,2025-01-15,compras@nogueira15.com.br,Empório Bom Dia 015,7893773743013,Saco de Lixo 50L Delta,6,29.4,cartao_credito,b2b_web
WEB-900119,2025-01-15,compras@souza280.com.br,Rei Do Atacado 280,7898280516631,Absorvente 8un Bom Preço,5,50.39,cartao_credito,b2b_web
WEB-900120,2025-01-15,compras@pereira144.com.br,Casa da Cesta 144,7893742301046,Sabão em Pó 1kg Delta,3,40.86,cartao_credito,b2b_web
WEB-900121,2025-01-15,compras@bittencourt341.com.br,Comercial Bittencourt - Me,7897598667776,Detergente Neutro 500ml Bom Preço,3,20.17,boleto,b2b_web
WEB-900122,2025-01-15,compras@almeida30.com.br,Merc. Central 030,7894142277238,Sabonete 90g Primor,4,37.58,boleto,b2b_web
WEB-900123,2025-01-15,compras@rezende287.com.br,mercadinho popular 287,7898832852958,Desodorante Aerossol Vitória,1,28.48,boleto,b2b_web
WEB-900124,2025-01-15,compras@almeida328.com.br,Padaria Estrela 328,7891755446105,Leite Integral 1L Bom Preço,6,52.96,boleto,b2b_web
WEB-900125,2025-01-15,compras@bittencourt35.com.br,Distribuidora Ouro 035,7893209282659,Refresco em Pó 30g Campo Verde,4,12.11,cartao_credito,b2b_web
WEB-900126,2025-01-15,compras@pereira473.com.br,Ponto Certo 473,7895022858394,Desodorante Aerossol Aurora,7,25.26,cartao_credito,b2b_web
WEB-900127,2025-01-15,compras@souza382.com.br,Merc. Central 382,7897598667776,Detergente Neutro 500ml Bom Preço,2,18.15,cartao_credito,b2b_web
WEB-900128,2025-01-16,compras@pereira171.com.br,Rei do Atacado 171,7898652765933,Iogurte 170g Primor,6,17.47,pix,b2b_web
WEB-900129,2025-01-16,compras@pereira144.com.br,casa da cesta 144,7894290327687,Creme Dental 90g Primor,7,31.93,boleto,b2b_web
WEB-900130,2025-01-16,compras@rezende254.com.br,Super Econômico 254,7896665079467,Leite Integral 1L Aurora,1,67.62,pix,b2b_web
WEB-900131,2025-01-16,compras@bittencourt260.com.br,Emporio Bom Dia 260,7893815172153,Energético 250ml Campo Verde,2,27.29,boleto,b2b_web
WEB-900132,2025-01-16,compras@ferreira134.com.br,Distribuidora Ouro 134,7899814020587,Papel Toalha 2un Vitória,14,14.38,boleto,b2b_web
WEB-900133,2025-01-16,compras@andrade186.com.br,Casa da Cesta 186,7895532902174,Refresco em Pó 30g Campo Verde,1,18.13,cartao_credito,b2b_web
WEB-900134,2025-01-16,compras@almeida328.com.br,Padaria Estrela 328,7899694462965,Biscoito Recheado 130g Primor,3,8.13,pix,b2b_web
WEB-900135,2025-01-16,compras@pereira388.com.br,Rei do Atacado 388,7897598667776,Detergente Neutro 500ml Bom Preço,14,20.17,boleto,b2b_web
WEB-900136,2025-01-16,compras@bittencourt260.com.br,EMPÓRIO BITTENCOURT,7893402488605,Talher Descartável Campo Verde,3,8.2,cartao_credito,b2b_web
WEB-900137,2025-01-16,compras@pereira144.com.br,Casa da Cesta 144,7892050808360,Molho de Tomate 340g Bom Preço,20,12.89,boleto,b2b_web
WEB-900138,2025-01-16,compras@oliveira256.com.br,comercial oliveira - me,7892819792237,Feijão Carioca 1kg Aurora,2,44.52,boleto,b2b_web
WEB-900139,2025-01-16,compras@costa279.com.br,Mercado do Zé 279,7899415337572,Sabão em Pó 1kg Campo Verde,11,24.44,cartao_credito,b2b_web
WEB-900140,2025-01-16,compras@pereira11.com.br,Empório Bom Dia 011,7893625646646,Detergente Neutro 500ml Primor,3,31.28,pix,b2b_web
WEB-900141,2025-01-16,compras@pereira347.com.br,Comercial Pereira - Me,7892398663447,Creme Dental 90g Primor,12,30.47,boleto,b2b_web
WEB-900142,2025-01-16,compras@ferreira324.com.br,padaria estrela 324,7896835728249,Iogurte 170g Real,3,14.41,boleto,b2b_web
WEB-900143,2025-01-16,compras@andrade104.com.br,emporio andrade ltda,7891759586609,Refresco em Pó 30g Primor,1,15.8,cartao_credito,b2b_web
WEB-900144,2025-01-16,compras@andrade84.com.br,Emporio Andrade Eireli,7894330006572,Papel Toalha 2un Aurora,12,30.74,pix,b2b_web
WEB-900145,2025-01-16,compras@souza466.com.br,Mercadinho Popular 466,7892148336157,Achocolatado 400g Real,12,45.41,pix,b2b_web
WEB-900146,2025-01-17,compras@pereira158.com.br,Merc. Central 158,7891549504462,Creme Dental 90g Delta,1,35.98,pix,b2b_web
WEB-900147,2025-01-17,compras@bittencourt141.com.br,Mercadinho Popular 141,7898762509243,Absorvente 8un Delta,2,46.73,pix,b2b_web
WEB-900148,2025-01-17,compras@almeida131.com.br,Mercado do Zé 131,7896714937182,Papel Toalha 2un Delta,1,14.98,boleto,b2b_web
WEB-900149,2025-01-17,compras@oliveira81.com.br,Casa da Cesta 081,7892795747771,Sal Refinado 1kg Delta,2,18.7,pix,b2b_web
WEB-900150,2025-01-17,compras@pereira113.com.br,Casa da Cesta 113,7893374359507,Papel Higiênico 4un Campo Verde,14,39.23,cartao_credito,b2b_web
WEB-900151,2025-01-17,compras@rezende204.com.br,COMERCIO DE ALIMENTOS REZENDE,7891909863611,Margarina 500g Primor,2,51.81,pix,b2b_web
WEB-900152,2025-01-17,compras@rezende254.com.br,Super Economico 54,7898035876997,Guardanapo 50un Primor,32,10.09,boleto,b2b_web
WEB-900153,2025-01-17,compras@oliveira76.com.br,distribuidora ouro 076,7891545529803,Óleo de Soja 900ml Campo Verde,5,40.09,boleto,b2b_web
WEB-900154,2025-01-17,compras@do vale368.com.br,emporio bom dia 368,7893912659748,Energético 250ml Real,5,28.45,pix,b2b_web
WEB-900155,2025-01-17,compras@costa288.com.br,distribuidora ouro 288,7896969815471,Biscoito Recheado 130g Aurora,5,31.96,cartao_credito,b2b_web
WEB-900156,2025-01-17,compras@souza234.com.br,COMERCIAL SOUZA,7894196778675,Margarina 500g Aurora,2,6.9,cartao_credito,b2b_web
WEB-900157,2025-01-17,compras@bittencourt74.com.br,,7892658348848,Limpador Multiuso 500ml Delta,2,15.27,boleto,b2b_web
WEB-900158,2025-01-17,compras@costa350.com.br,Merc. Costa- Me,7898107090863,Shampoo 350ml Delta,1,77.65,pix,b2b_web
WEB-900159,2025-01-17,compras@rezende335.com.br,Empório Bom Dia 335,7893523005835,Arroz T1 5kg Aurora,17,40.29,pix,b2b_web
WEB-900160,2025-01-17,compras@andrade149.com.br,Merc. Central 149,7894752550271,Suco Néctar 1L Real,1,18.44,pix,b2b_web
WEB-900161,2025-01-17,compras@souza435.com.br,Casa Da Cesta 435,7893130237025,Sabonete 90g Campo Verde,9,12.73,pix,b2b_web
WEB-900162,2025-01-17,compras@almeida91.com.br,Empório Bom Dia 091,7894850271207,Desodorante Aerossol Real,11,19.97,boleto,b2b_web
WEB-900163,2025-01-17,compras@almeida25.com.br,COMERCIO DE ALIMETOS ALMEIDA,7899895678318,Creme Dental 90g Vitória,7,27.64,pix,b2b_web
WEB-900164,2025-01-17,compras@pereira67.com.br,Ponto Certo 067,7891171585068,Achocolatado 400g Vitória,1,60.16,pix,b2b_web
WEB-900165,2025-01-18,compras@ferreira187.com.br,Merc. Central 187,7892782189737,Cerveja Lata 350ml Bom Preço,15,23.24,boleto,b2b_web
WEB-900166,2025-01-18,compras@almeida264.com.br,Super Econômico 264,7892658348848,Limpador Multiuso 500ml Delta,4,15.27,boleto,b2b_web
WEB-900167,2025-01-18,compras@costa352.com.br,Mercadinho Popular 352,7891495883024,Farinha de Trigo 1kg Primor,14,32.86,cartao_credito,b2b_web
WEB-900168,2025-01-18,compras@do vale214.com.br,Mercadinho Popular 214,7899222981791,"Água Mineral 1,5L Primor",13,35.71,boleto,b2b_web
WEB-900169,2025-01-18,compras@pereira11.com.br,Empório Bom Dia 011,7898812679698,Iogurte 170g Primor,1,60.6,pix,b2b_web
WEB-900170,2025-01-18,compras@almeida241.com.br,Mercadinho Popular 241,7891754923454,Desodorante Aerossol Delta,3,54.67,pix,b2b_web
WEB-900171,2025-01-18,compras@costa350.com.br,Merc. Central 350,7894899510824,Desinfetante 1L Aurora,19,16.91,cartao_credito,b2b_web
WEB-900172,2025-01-18,compras@pereira113.com.br,COMERCIAL PEREIRA,7891835434497,Copo Descartável 200ml Real,1,26.55,cartao_credito,b2b_web
WEB-900173,2025-01-18,compras@souza342.com.br,Distribuidora Ouro 342,7898897616397,Sabonete 90g Vitória,10,57.17,pix,b2b_web
WEB-900174,2025-01-18,compras@almeida328.com.br,Padaria Estrela 328,7895369696536,Cereal Matinal 300g Aurora,2,25.0,pix,b2b_web
WEB-900175,2025-01-19,compras@almeida389.com.br,Com. De Alimentos Almeida Eireli,7893130237025,Sabonete 90g Campo Verde,5,12.09,pix,b2b_web
WEB-900176,2025-01-19,compras@nogueira225.com.br,Ponto Certo 225,7892287464926,Talher Descartável Aurora,7,19.52,boleto,b2b_web
WEB-900177,2025-01-19,compras@rezende453.com.br,Casa da Cesta 453,7898832852958,Desodorante Aerossol Vitória,4,31.82,boleto,b2b_web
WEB-900178,2025-01-20,compras@costa265.com.br,Mercadinho Popular 265,7898351984505,Shampoo 350ml Primor,3,28.19,boleto,b2b_web
WEB-900179,2025-01-20,compras@almeida50.com.br,,7894380268470,Esponja Multiuso Campo Verde,6,52.81,boleto,b2b_web
WEB-900180,2025-01-20,compras@pereira11.com.br,Empório Bom Dia 011,7895157267498,Iogurte 170g Delta,2,28.14,cartao_credito,b2b_web
WEB-900181,2025-01-20,compras@silva307.com.br,Mercado do Zé 307,7895199590387,"Água Mineral 1,5L Vitória",2,32.21,pix,b2b_web
WEB-900182,2025-01-20,compras@do vale447.com.br,Padaria Estrela 447,7896183698584,Biscoito Recheado 130g Vitória,6,26.14,boleto,b2b_web
WEB-900183,2025-01-20,compras@ferreira442.com.br,Distrib. Ouro 442,7894461508747,Limpador Multiuso 500ml Delta,1,7.65,cartao_credito,b2b_web
WEB-900184,2025-01-20,compras@souza408.com.br,Padaria Estrela 408,7891955520179,Açúcar Refinado 1kg Aurora,2,14.03,pix,b2b_web
WEB-900185,2025-01-20,compras@nogueira44.com.br,Mercado do Zé 044,7893742301046,Sabão em Pó 1kg Delta,13,40.86,boleto,b2b_web
